	2019-Dec	2018-Dec	2018-Nov	2019-Apr	2019-Aug	2019-Feb	2019-Jan	2019-Jul	2019-Jun	2019-Mar	2019-May	2019-Nov	2019-Sep	2020-Aug	2020-Dec	2020-Feb	2020-Jan	2020-Jul	2020-Mar	2020-Nov	2020-Oct	2020-Sep	2021-Apr	2021-Jan	2021-Jun	2021-Mar	2021-May
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__229578bp__000001||full	0.048282508	3.806522	6.1547594	0	0	0.5462734	2.91084	0	0	0.34347576	0	0.41700193	0	0	1.4856609	0.08308006	0.07021075	0	0	3.68937	0.100429505	0.459827	0	0.7742226	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__169990bp__000002||full	0	1.2972084	1.1330459	0.31232306	0	1.3176563	0.62605447	0	0	15.651418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__119873bp__000010||full	0	1.0396806	1.3216848	0	0	0.3548174	0.31428784	0	0	0.22977017	0	0	0	0	0	0	0	0	0.33051544	0	0	0	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__99672bp__000014||full	0.1048549	0.52209294	0.6511146	0.71671	0.050369456	0.46637985	0.44837227	0.061727222	0.05145352	0.7042828	0.11174544	0.06639931	0.13892028	0.2492753	0.24530147	0.09862415	0.09312011	0.19708139	0.19941378	0.20274426	0.18913087	0.31634945	0.35363573	0.19815145	0.09449774	0.3465971	0.26981598
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__90748bp__000017||full	3.7415664	18.227451	14.898502	2.0546374	0.17537321	8.869147	10.573475	0.2168037	0.20067258	2.3522084	0	5.2339497	0.44689417	0.8788945	14.562129	4.53444	7.7175303	0.39545	3.7032378	10.733401	4.439057	5.7909994	0.8745082	12.485188	0.15243642	1.7848046	0.12470857
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__87441bp__000020||full	0.5374145	6.1704617	9.164163	0.6087785	0	3.5738773	5.294426	0	0.043216173	1.5367106	0.2123414	0.31841287	0.43216798	0	1.0905215	2.5898015	2.4934945	0	0.85081667	0.7386533	1.1829379	0.1604314	0.24865061	0.772689	0	0.20045954	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__84588bp__000022||full	0	4.193153	3.5303214	0.29363635	2.6756513	3.2642875	2.8471751	1.8209088	0.07861228	0.9430938	0.22182438	0.2524437	1.1295832	0	0.52384794	0.67338526	1.1048932	0	0.5562836	0.74939084	0	0.864055	0	0.64667404	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__70300bp__000044||full	14.2126465	11.910754	17.912897	0.047743414	0.07297677	1.2709448	3.718181	0	0.053659018	1.7277303	0.07747105	31.48755	0.15302856	1.637789	14.745016	5.7004395	3.2449934	0.75488	1.1212515	23.45731	22.07539	2.2338917	0.83924663	4.9824424	0.23768225	2.4431481	1.4550122
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__69359bp__000047||full	0.07749849	1.1081651	1.1640059	0.5303584	0.12984842	0.80639446	0.9226616	0.103263974	0.10966166	0.6746146	0.31456962	0.06917724	0.31416276	0.0639487	0.13769366	0	0.043983363	0.09487016	0	0.19870913	0.14227922	0.04364153	0.06419554	0.09160719	0.16650666	0.04920285	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__69252bp__000048||full	4.743683	4.4128637	4.011014	4.3960433	0.29435596	5.6932116	6.5599575	0.20298856	0.3665129	5.5139384	1.9186329	3.448036	0.63046783	1.060614	3.6303434	8.841492	9.494413	0.59790146	3.981194	1.6631185	1.2143754	1.4408892	5.0760083	3.939828	0.9218295	6.4572625	1.7654548
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__65252bp__000054||full	1.0057458	19.210545	25.562065	3.7880614	0.11715657	16.266317	20.059341	0.22790088	0.7578859	3.274286	0.7123173	1.1169323	0.09215789	0.07151505	5.57242	4.0036607	5.3996563	0.09518257	4.4735174	5.204175	3.9870918	0.6360548	0.7481134	5.8759737	0.43351203	0.92119485	0.37618464
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__61635bp__000064||full	0.71282697	1.1394111	1.4752537	0	10.612739	0.27278414	0.40527713	23.483171	0	0.09631398	0.096595466	0.15771124	2.7883043	5.8662705	0.07658247	1.1785514	1.4464285	12.076001	0.4337804	0.15558796	0.55750954	2.3915892	0	0.09478903	6.9260807	0	0.9016929
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__58792bp__000070||full	8.239671	22.359623	30.692171	37.708378	1.740618	32.85251	32.768276	1.0049521	1.8828486	10.30063	3.3298533	13.113232	67.23504	0.28684857	1.2513719	7.128028	12.132291	0.32221973	7.395006	1.7306707	3.1328208	2.80498	0.24235624	1.0703155	0.10408148	0.31659478	0.14216876
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__55527bp__000081||full	10.6578245	7.6078053	8.681664	3.310519	0.12307758	2.4609597	4.732227	0.057934366	0.38242117	1.9065675	1.1297672	10.680133	4.86504	0.078253895	0.15976064	5.883868	3.6509693	0.17758103	1.116484	0.10143204	0.2515781	0.30646464	0	0.06352808	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__54338bp__000088||full	34.14479	19.269768	22.06828	95.50295	19.12494	34.39958	29.8589	27.24519	8.174554	53.46218	17.79317	27.228268	28.269613	20.055492	26.804049	34.65113	38.214752	27.314762	40.473022	22.375639	18.293428	19.55525	38.959797	33.41408	21.966703	53.24115	39.94566
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__54146bp__000090||full	2.0027754	24.62992	36.531666	0.35842565	0.048890524	6.6638904	9.10211	0	0.09253191	2.5706842	0.1052222	2.3082795	0.04732885	0	0.5310038	0.8582706	0.6914604	0	0.3125395	0.8007666	0.7623506	2.320942	0.073394	0.4951803	0	0.1102067	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__54094bp__000091||full	2.7865539	2.9154446	2.5240843	0.1658917	40.85142	1.5352114	1.5797431	76.73885	0.5653006	0.85266906	0.28577164	4.6200767	21.82428	3.8527594	1.9613476	1.1283492	1.1970062	0.76975757	1.0984937	3.5965693	9.026547	13.873336	0.39391148	1.2719773	0.616838	0.57607013	0.41211963
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__53589bp__000094||full	0.16816695	4.603284	7.8725424	0.09407842	0.24159946	1.2464497	1.9917549	0	0	0.40550128	0	0.3434921	1.029104	0.22676066	0.18666156	0.5762226	0.53469783	0	0.76039535	0.2610027	0.91946465	0.30361968	0.0616485	0.106940225	0	0.102365926	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__53478bp__000097||full	0.7929582	5.303969	7.380171	0.15570657	0.40441006	4.1720953	4.0612297	0.41164747	0.20424323	3.2619991	0.7003193	0.7868521	0.44294956	0.76206005	1.0606517	0.61036414	0.78014094	0.1563146	1.1640247	1.44678	2.391273	3.0447464	0.7762493	1.136706	0.21909352	1.1411083	0.67200786
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__52010bp__000106||full	0.38476902	3.656549	3.6341312	0.13132592	2.7685978	1.8387496	2.8736653	2.058157	0.4355805	0.7713319	0.4821029	0.6662605	2.8632915	3.4830036	0.8131783	0.20206966	0.11088686	0.51485723	0.10880119	1.6963589	2.3695357	2.5760505	0.34446892	0.9088294	9.977512	0.14673187	7.714963
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__51748bp__000108||full	3.5581882	2.8025992	3.0007508	2.780451	10.185334	2.130376	2.6425643	10.182769	14.487526	1.9222244	1.2345442	3.4315648	11.417782	2.6977959	1.0214792	2.1129086	2.1335988	4.7245097	1.5790492	1.3225322	2.6746266	3.4399464	0.5103548	0.7861662	2.1343472	0.64675725	0.614727
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__50088bp__000124||full	0	2.2309728	3.750779	0.26981986	0.046723288	0.32437435	0.46841943	0	0	0.07121365	0	0	0	0	0.103244945	0.20780154	0.16507857	0	0.21221158	0.04707772	0	0	0	0.09398915	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__49638bp__000126||full	0.34148097	9.322069	9.772928	0.057445515	0	3.2036133	5.862213	0	0.048632767	0.8729462	0.26392385	0.048750147	0	0	0.6496632	0.4975182	0.53577924	0	0.31563923	1.0668875	1.6272731	0.14919262	0	0.38834116	0	0.08752569	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__48456bp__000134||full	0.25447357	0.8602018	1.9993252	0	0	0	0.12131764	0	0	0	0	0.52736425	0	0	0	0	0.071949005	0	0	0	0.07533919	0.12751803	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__47958bp__000143||full	0.2632123	4.3652024	5.046561	1.7506962	0.19113131	2.8836231	2.9049213	0.33910245	0.19241443	1.3586965	0.7411466	0.14986145	0.16457963	0.16113374	0.5130451	1.5026977	1.4033152	0.3396838	1.7697222	0.45881847	0.551505	0.27783617	1.4076703	0.4989301	0.43896198	1.1927329	0.9433914
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__47825bp__000144||full	1.1884307	13.664057	18.060144	2.7300932	0.38364086	4.7543073	7.130158	0.43498218	0.15025724	2.8218868	0.4070834	2.151368	0.7963919	0.12791461	0.3131133	0.9388317	1.1319238	0.29461718	0.63241845	0.6688658	0.58710754	0.118768446	0.14522493	0.21350011	0	0.16450885	0.10908241
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__47347bp__000151||full	2.2812521	2.7351522	3.283406	5.4237146	0.64459026	2.0629997	2.798116	0.509787	0.3022612	2.805623	0.7733338	1.9563463	2.2471178	0.79729754	2.7749496	5.034589	4.4979734	1.9989594	6.7535543	2.8198628	4.493166	3.1794283	2.1978574	2.3771706	0.9294134	2.8275683	1.9714644
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__47184bp__000155||full	2.4885945	7.2075086	10.002669	0.26172483	1.3091116	4.5459886	4.5815415	0.52356154	0.24152458	3.5393388	0.9040795	2.1432626	0.6439673	2.459401	2.9532962	1.2506714	1.4606372	0.63552374	1.8100286	4.4891043	9.648308	13.037559	2.431536	2.857018	0.56656814	2.8743901	1.7304732
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__46848bp__000158||full	0.3001277	6.463074	7.276438	3.9720745	0.25211135	4.611558	6.0125413	0.28192198	0.4548085	0.69158757	0.43451485	0.40412164	0.40897387	1.184509	2.0180967	0.66043055	0.51934606	1.5013266	0.81794983	2.5689564	0.9867388	1.0571684	0.80793184	2.1163943	3.0175486	0.5367605	0.7780614
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__46512bp__000165||full	0	0.24339002	0.9866613	0	0	0	0.17114526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__45558bp__000176||full	0.19429916	1.7538054	1.8327409	5.5461235	0.8762095	2.6466675	2.5035386	0.87993824	0.41557822	1.27604	0.29938775	0.28360832	0.9897701	0.28345886	0.3770441	0.4162229	0.46496367	0.33508858	2.4447381	0.289075	0.24857749	0.31713328	0.24532174	0.4963493	0.1458378	0.39088294	0.18520023
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__45032bp__000183||full	0	2.0573487	2.4364955	0.13506703	0	0.8419136	1.9122784	0	0.04915588	0.6347583	0.4179259	0	0	0	1.4892651	0.06291686	0	0.056119677	0	1.9073244	0.45458448	0	0.53926474	1.1182728	0.20290159	0.17900462	0.3492976
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__45023bp__000184||full	1.633658	3.3914156	4.6966424	0	0	1.6056297	2.4321313	0	0	0.41905567	0	2.6981714	0.15330382	0	1.6887474	0.62675714	0.77267754	0	0.1900997	1.1227881	0.23797467	0.04722479	0.107621685	1.2625465	0	0.20531973	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__44844bp__000186||full	0.51468873	1.0955207	1.4939121	1.9383163	3.773986	0.9820041	0.9435312	4.195851	0.08896515	0.3512298	0.13792403	0.87807	4.039876	0.4011928	0.16044767	0.4381815	0.56150335	0.7705503	0.6043943	0.22358324	0.28970546	0.4666279	0.06664629	0.15414435	0.37557906	0.116342984	0.24077295
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__44580bp__000189||full	0.51723653	16.579134	16.41515	1.5331821	1.2506093	9.916229	12.001336	1.145512	0.3467705	2.977984	0.96589565	0.20645587	1.1410849	0.8986106	5.170027	1.7336252	1.4095744	0.8359591	0.85023654	3.5917008	4.3587832	1.3026956	6.7358484	3.8801663	2.3117542	3.8207812	2.9958026
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__41991bp__000208||full	0.17678352	20.991064	16.150131	3.0758498	0.06187739	9.313518	13.600016	0	0.12248212	2.0594966	0.344366	0.102921635	0.05783607	0	0	0.28327763	0.27983359	0	0.35257608	0	0	0	0	0.25039724	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__41924bp__000210||full	1.239234	3.4173396	3.7000306	2.8597174	2.5415783	2.9138834	2.9281642	2.2423608	0.3516782	0.7796548	1.4157566	1.3573794	4.1280413	1.6081493	2.0463235	1.6829132	1.8899376	0.8057951	1.2997155	1.6443585	2.255142	2.0142632	0.5173268	1.8142501	0.89014834	0.6196234	0.41527012
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__41772bp__000211||full	3.8432362	26.161242	23.869282	8.094768	2.6005924	20.717886	18.005955	2.359239	1.0564078	13.864345	2.2247987	4.3392234	4.6641393	0.5522525	6.301896	2.438004	3.0159698	0.9782791	2.5406642	5.9202075	3.7692783	0.7721522	6.1583676	8.135681	1.9117308	11.135709	5.6568475
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__40956bp__000220||full	3.3424792	5.8408694	5.936569	21.314995	5.0990343	10.425991	8.88516	7.101197	2.6965566	4.4321995	3.7901435	2.8581514	6.4384394	4.3964095	7.683834	7.3097057	7.2710876	3.668216	7.599117	5.339405	5.4427896	3.8858974	3.1177642	9.44818	4.287304	4.993815	3.1788733
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__40933bp__000221||full	0.14751549	0.5933055	0.7730981	0.60634536	0.52414006	0.71943456	0.6572892	0.63011664	0.07204589	0.18053676	0.11711745	0.19092156	0.7078039	0.4384	0.4453025	0.14906304	0.17949373	0.33082175	0.09246373	0.4396829	0.45710763	0.6884824	0.079954825	0.35194576	0.34518242	0.14508665	0.123517
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__40463bp__000223||full	0.07230257	1.7668091	2.59406	1.9777895	0.06854445	1.8039329	1.7066482	0.12501037	0.0960647	0.818258	0.4744471	0	0	0	0.2888469	1.4198165	1.6473438	0.07940372	4.0619636	0	0	0.41861132	0.11165001	0.21187644	0	0.14979126	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__40173bp__000227||full	0	12.5603285	23.124233	0	0.1454241	0.3097488	1.6540316	0.05438637	0	0.17061995	0.094639085	0.059720498	0.24134055	0	0.8183673	0	0	0	0	2.8428144	17.14944	3.0589	0	0.38604212	0	0.07791732	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__38868bp__000244||full	0	2.0758338	2.3546603	1.0693222	0	1.1585057	0.98970276	0	0	0.45398727	0.16451474	0	0	0	0.39930582	0.10599056	0.112429745	0	0.35637107	0.21720687	0	0	0.3141562	0.44033036	0.063461855	0.3340167	0.10825087
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__38804bp__000245||full	1.4905465	1.4854848	1.9713477	0	2.9749508	0.8987311	0.6924564	5.072916	9.028959	0.34504274	3.6184883	3.5360713	3.660343	3.9929721	0.9600486	1.1114838	1.5793195	4.156016	0.631837	2.2154076	4.549661	7.7448187	1.0124905	1.3809211	12.141801	0.40655884	2.9964302
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37705bp__000259||full	0.524785	2.1573331	2.2746525	1.6531256	2.750171	1.2509842	1.6142892	5.7023826	22.801188	0.8973362	1.0187503	0.62252086	1.5989277	2.573779	1.3509418	0.8896098	0.8519066	9.302397	0.6901409	0.79874504	0.98468083	1.7035654	0.69951916	1.7838705	1.224511	1.3135043	0.9830851
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37497bp__000264||full	1.2512132	4.194176	3.9401648	0	1.6135294	2.8560712	2.4240792	3.2533276	0.45756382	1.9556086	2.007918	2.1483057	0.83555627	1.5243708	0.44775072	0.88231385	1.095472	1.351678	0.57326156	0.56583256	0.6134937	1.2124891	1.1890403	0.6153653	0.58480024	0.8376208	1.1271374
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37369bp__000266||full	0.14068179	7.548024	5.8911796	0.053535275	0	4.140068	7.7776127	0	0	0.8688289	0.06761936	0	0	0	0.42233467	1.2391344	1.4215881	0.06051535	0.85948044	0.10366908	0	0	0.08454433	0.30832765	0	0.14355892	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37220bp__000270||full	0.45901066	1.1192936	1.9679327	0	1.2737539	0.76149744	0.99611646	3.520068	0.14734586	0.6956541	0.47032574	0.8318983	0.38926306	0.5238972	0	0.47528	0.37480846	0.31104684	0.48928836	0.36302945	0.9687106	0.7363649	0.20840593	0	0.54768324	0	0.35696965
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36914bp__000275||full	1.9975709	4.2775984	5.123107	1.1928266	1.7912798	4.5132833	4.1863174	2.0571806	0.8198355	5.1680837	1.6619017	1.8826661	1.9430118	1.8995378	2.2091963	1.4607402	1.4649347	2.067664	1.868437	2.7019053	3.5041296	2.626468	2.3324842	2.4891367	1.1299087	2.4030821	2.1852648
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36881bp__000276||full	3.873715	10.327795	10.913878	6.199371	1.1652088	8.51667	7.038868	1.1915945	0.59603655	1.9175816	0.9789264	2.5592961	2.5393405	0.42785677	1.9785128	2.6136723	4.575587	0.15972055	2.2330406	1.7536647	1.3664527	2.2706873	0.28899768	1.6407282	0.31090385	0.6696499	0.19960937
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36674bp__000278||full	0	0.1391398	0.8689534	0	0	0	0.18710747	0	0	0.0701912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36489bp__000280||full	0.074343495	6.8456097	8.856899	5.7346582	0.46114203	4.040955	4.8695846	0.40134957	0.35625172	1.6028519	1.3065569	0.044494834	0.4183439	0.26686564	1.5801429	3.402351	2.677261	0.4171549	6.740184	0.46843955	0.14765155	0.24147059	0.7185385	1.069051	0.7460745	0.534503	0.4206327
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36153bp__000288||full	0.43684503	2.0108852	2.358358	0	0	1.3180268	1.7044065	0	0	0.45948106	0.14833428	0.6141123	0	0	0	0.27455142	0.31666276	0	0.34776372	0	0	0	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36038bp__000292||full	0.40960807	7.2186513	7.9404354	5.3008523	1.4880868	5.7173576	5.246225	1.2880023	0.5171638	1.5054845	0.4854037	0.5357273	2.1538675	0.19647856	0.19034465	0.40238455	0.6844034	0.04099574	0.5407239	0.2615188	0.33092436	0.47672242	0.060847342	0.20290166	0	0.07552664	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35868bp__000293||full	10.847902	15.57531	15.360912	10.496275	0.8616912	10.265123	14.513728	1.0033633	0.7863016	3.27011	2.017393	9.108692	1.573506	0.20256805	0.78038263	7.2142067	7.8020697	0.78452975	2.7370229	0.84512585	0.41314313	0.26222923	0.28539708	0.6295041	0.20030178	0.34149033	0.30308425
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35821bp__000296||full	0	1.8689675	1.7937106	1.5079212	0.4986231	1.863554	1.6566504	0.3498541	0.38934347	0.4590177	0.42672962	0	0.431869	0	0.1665646	0.0745535	0.10382702	0.047486298	0.24557693	0.109742254	0.10064919	0.09406362	0	0.13842848	0	0.09761318	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35570bp__000300||full	0	0.5524075	1.2841603	0	0	0	0.20253575	0	0	0	0	0.060182635	0	0	0.2576634	0.09257389	0	0	0.15757705	0.2215854	0.13200007	0	0.08076604	0.37951753	0	0.090063676	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35292bp__000306||full	0	1.3428737	1.9588562	0.054376345	0.9363235	0.31131735	0.66238725	0.980609	0	0.16114207	0	0	0.59397745	0.06677006	0	0	0	0.2869854	0	0	0	0.10057918	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35189bp__000309||full	0.35851324	3.6888006	4.034204	0.17470844	1.2069738	3.4429898	2.7969315	1.3534596	0.8287037	1.0165232	0.6223185	0.26127166	0.8783307	0.22191794	0.40589258	1.3256112	1.5588142	0.2287265	1.4855592	0.31116006	0.26194584	0.30545443	0.15131153	0.40849116	0.11128921	0.1669094	0.07779326
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35179bp__000310||full	0.86694396	3.4170759	4.2220597	5.985988	3.679152	2.7860925	2.893129	4.433194	3.7157488	1.0216049	0.8364148	1.2114465	3.5756574	0.9719603	0.98755884	1.8086582	2.2208366	0.9082324	1.8857986	1.074715	1.3627564	1.1363354	0.4712001	1.2170596	1.2037151	0.682093	0.55914325
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__35144bp__000311||full	0.42811507	4.4565964	5.5568986	0.05353969	0.09696829	2.1638567	2.4315138	0.10503987	0.14358282	0.9945449	0.29481354	0.39368656	0.14322503	0.9103421	0.25647375	0.24898002	0.28257552	0.29580712	0.19819383	0.24383686	0.54854506	0.45161337	0.10502124	0.2053984	0	0.09708161	0.065958135
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34643bp__000319||full	0.6905552	10.144181	12.576747	0.0870022	1.4953123	4.4736066	6.087035	1.6540122	1.5051086	2.0951529	1.6065727	0.66983527	1.487077	0.5938329	0.8932718	0.7238951	0.5663348	0.8708884	1.0837697	0.9878971	1.5013549	1.3538318	0.53402174	0.7572824	0.23963127	0.57868373	0.4407777
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34560bp__000321||full	0.17647344	0.6653946	0.8194244	0	0.19262113	0.2917905	0.34672776	0.1095816	0	0.08238256	0	0.21691588	0.29228175	0.13587327	0.25657785	0.17387997	0.26454094	0.04590247	0.12915535	0.35911036	0.30421728	0.6256569	0.05604164	0.28220394	0	0.09129494	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34447bp__000322||full	12.9703045	14.63549	17.440643	3.9322546	11.505211	12.230234	13.8628235	8.152048	8.660886	13.848965	10.062286	10.31439	15.3826885	15.686055	10.160325	9.164002	9.221134	11.005837	9.125774	10.724265	19.709799	23.292343	7.3704295	7.649224	7.263078	6.5650263	5.375115
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34398bp__000324||full	0.44849163	15.257623	16.078453	0.7998147	3.441561	3.1004577	4.531017	2.9583764	0.44525608	0.8501439	0.27492195	0.72997487	2.6188364	1.8589715	1.1431304	0.72483397	0.65212077	3.3106477	1.9067749	1.9169756	2.0643303	2.1460373	0.8195788	1.2740492	0.81360674	0.43043774	0.5933744
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34310bp__000327||full	0.041475303	1.6769588	1.7187643	0	0	0	0.48243004	0	0	0.113417536	0.105619006	0.10941696	0	0	0	0	0	0	0	0.0727102	0.1365552	0	0	0	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34200bp__000329||full	0.12122362	6.5219154	5.440478	2.4820287	1.6818963	6.2616634	7.858931	1.6052984	1.6539017	1.9456761	0.37321773	0.13276681	1.1620531	0.19028604	0.5036557	0.42113888	0.37444714	0.12222735	0.95591897	0.24240372	0.21971801	0.21839185	0.16532458	0.6002043	0.14141278	0.19761899	0.098288566
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__34145bp__000330||full	5.000797	2.3156693	2.32716	3.357895	4.5091696	2.1329832	2.5223005	3.6467335	3.1513228	2.3574903	0.8620472	4.4914603	4.7986236	20.402855	3.7861598	2.4487164	2.3612754	9.700139	2.2809756	3.2696705	7.39606	4.7242856	2.0576506	2.914826	16.749605	2.8783715	2.519261
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33967bp__000337||full	0.2812296	0.96289	0.96256286	0.54325473	0.12720135	0.89194494	1.2449234	0.08950442	0.07160412	0.38654244	0.28490764	0.34219208	0.14686404	0.6362571	0.7620221	0.47369695	0.38528234	0.073255345	0.27426425	0.2045978	0.26834846	0.16815445	0.54718715	0.6581443	0.17000435	0.46476394	0.18822393
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33743bp__000342||full	1.9322915	13.332226	13.476699	10.94713	2.2283802	12.003431	11.539665	1.489922	1.247932	5.487362	3.5410419	2.0569477	4.5433187	0.7807451	1.7169387	2.1442392	2.4040194	0.7271501	2.2200444	1.294225	1.5622381	1.1054476	0.91722184	1.7263876	0.56309354	1.2742834	0.7235022
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33702bp__000344||full	0.35184264	1.2887471	1.3419784	1.8478764	0.1421996	1.9239272	1.529694	0.086541295	0.09568514	0.6400465	0.33545697	0.25682876	0.15765493	0.15149407	0.13187851	0.7401535	1.3783243	0.19842769	2.2034063	0.09763423	0.11120862	0.29779598	0.34039384	0.15099728	0.35384706	0.4656367	0.40349555
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33632bp__000347||full	4.0812106	16.142733	18.80883	0.28852573	0.035736993	3.41781	6.4238963	0	0	0.84103084	0	5.6447744	0	0	4.226601	1.1572249	1.5933886	0	0.33909723	7.321358	1.5210966	0	0.15432176	1.7001115	0	0.44045854	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33602bp__000348||full	1.1881862	7.7383456	7.8558326	3.4231315	0.7814825	4.9529414	5.668806	0.87381613	1.018257	1.333786	1.2330061	1.6141888	1.5148903	1.8058072	4.0685644	2.6401222	2.2139997	2.7853878	2.9538102	4.7260995	2.3105063	2.5556908	1.9600974	3.262887	3.173901	1.5777197	1.832626
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33597bp__000350||full	0	7.8510327	6.503615	0	0	0.93239915	3.150229	0	0	0.2565898	0	0.051869895	0	0	0.12337582	0.055285875	0.09274159	0	0	0.20241362	0	0	0	0.05514798	0	0	0
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33430bp__000357||full	0.4134374	1.1062477	1.4419804	0.60160154	0.9406647	1.1042091	1.3384573	0.8539319	0.25532147	1.1624379	0.34151152	0.47946444	1.1863761	3.4379768	0.7145523	0.34988484	0.3353627	0.9309829	0.4301422	1.262985	3.3526418	3.108549	0.36692768	0.5387579	0.44854954	0.46909833	0.45911106
2018-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33337bp__000358||full	0.49101353	10.250899	12.0177765	1.3419713	0.86532986	6.5045066	7.468756	0.45571148	0.54354	1.5482953	0.7773033	0.4783635	0.71315813	0.24672258	5.61113	1.207162	1.528678	0.16533028	2.0695903	4.0036917	3.6219935	0.96079063	1.282344	3.7832832	1.0823133	1.746127	0.79857326
